Ga_5,Al_3,CN_Ga_In,In_new_5,In_0,In_2,Ga_new_0,Al_new_3,Ga_1,Al_4,Ga_new_3,percent_atom_ga,O_4,O_5,Al_new_0,Al_new_1,O_new_1,In_new_0,O_1,In_new_3,Ga_new_5,O_0,CN_O_Al,RR_O_O,In_new_1,lattice_angle_gamma_degree,Ga_2,In_1,CN_O_Ga,RR_Ga_In,Ga_new_2,density,Al_2,CN_Al_Ga,lattice_vector_1_ang,CN_Ga_Al,RR_Al_Ga,spacegroup,Al_0,CN_In_In,In_4,In_new_4,volume,lattice_distortion_beta_degree,O_new_5,O_3,lattice_distortion_gamma_degree,CN_Ga_Ga,CN_In_Al,Al_new_4,O_2,lattice_angle_beta_degree,lattice_vector_2_ang,RR_Al_In,CN_Ga_O,CN_In_Ga,RR_Al_Al,percent_atom_al,CN_O_O,RR_Ga_O,CN_Al_Al,RR_In_In,RR_Al_O,percent_atom_in,lattice_angle_alpha_degree,CN_O_In,CN_In_O,lattice_vector_3_ang,CN_Al_In,CN_Al_O,RR_In_O,number_of_total_atoms
-2.432732080983417,-3.014362124472984,,0.0,0.0,0.0,-0.6331287623214763,-0.3736269809766332,-4.5154221164123785,-8.065853217665223,0.7327680063370257,0.375,-7.667648045531544,13.022130926876185,-0.09034829110392524,0.8659900998055736,1.4018424304246355,0.0,-12.278764039358034,0.0,-0.15089051513658416,-9.150009403488477,1.6256240742017547,2.85,0.0,90.0017,-1.536291911217763,0.0,0.8848753205906661,,-0.3087960384028673,0.1024259482241487,9.701635445381315,2.232902337329358,9.9523,3.7215038955489295,3.25,33,-1.6357822277160867,,0.0,0.0,781.0520809134047,0.0023000000000052982,-1.1817779481889887,-0.7433668875181383,0.0016999999999995907,1.3231654251185827,,-0.9432451391607444,16.81765744902003,90.0023,8.5513,,3.5395012823626644,,3.25,0.625,7.0229390574737085,1.925,3.374255270245114,,1.825,0.0,90.0026,,,9.1775,,3.901497778084212,,80.0
-0.016560741840470537,6.425965865007213,,0.0,0.0,0.0,-0.4104379012174133,0.9694662170613172,3.5179372221948046,34.89964221040455,-0.4951743690909645,0.375,55.814256481228426,-0.32414137821113553,1.0783833829346543,-0.20053498300897227,1.4638113703813451,0.0,-9.3704519107094,0.0,-0.021840735265894168,-29.330548156241285,1.2759199418543343,2.65,0.0,120.0025,-10.965840523203127,0.0,0.9465132926722948,,-0.4672536326781426,0.1022364073804688,-16.480367380146998,1.1409547653790868,6.184,1.901591275631812,3.075,194,-18.419274830257546,,0.0,0.0,782.5001097924257,-0.0020000000000095497,-0.5270826068634338,9.694593288920547,0.002499999999997727,2.316224883381806,,-0.7257890601261067,-26.48370832498716,89.99799999999998,6.1838,,3.786053170689178,,3.075,0.625,3.3030411157732225,2.0,1.1905614943086131,,2.0,0.0,90.0186,,,23.6287,,3.062207860450404,,80.0
-1.1053775024291947,-4.107776263958565,,0.0,0.0,0.0,-0.3226130467974553,-0.18544203401783,1.6767990241105315,-13.379832865969789,-0.004435284670674337,0.1875,-17.775635636650986,-8.272830747249623,-0.284709819056536,0.7815862372627055,-0.5164237372921965,0.0,15.425988313406608,0.0,-0.08169098800326029,-0.8814727804760226,1.4816174960651731,2.825,0.0,30.5185,7.945872146472008,0.0,0.3290849389163316,,0.7007901738878703,0.10224229342066657,14.034044638180013,0.7635733426546791,9.751,3.308817818170274,3.3,227,-0.6542117722102265,,0.0,0.0,391.22753081666184,1.122799999999998,-0.7458224301321914,-7.1531575661569855,0.5184999999999995,0.661805124813009,,-0.6703700753687314,18.65710841712701,91.1228,5.6595,,2.6326795113306534,,3.325,0.8125,4.048221709375484,1.8,2.7477144242417744,,1.975,0.0,90.9688,,,13.963,,2.7352938388895502,,40.0
0.0,3.00779483712313,,-0.0628821101159526,-3.0183913442430113,-3.537541038029899,0.0,-0.3068488957682793,0.0,14.498424430040258,0.0,0.0,18.701653735407763,-0.9881950459860934,-0.21771402580472948,0.4186792036398395,-0.21699693715892734,-0.3429544031207828,-4.429057329093698,0.2418931032188136,0.0,-12.166229103920958,1.5920694501720938,2.65,-0.17901099310286128,120.0017,0.0,0.6973013277181029,,,0.0,0.10225738826924613,-6.5063161651505705,,5.0036,,,167,-7.992108264889691,0.66222583143146,6.555932382272911,0.4736307508266325,293.3773344671124,0.011899999999997135,-0.6470971870950251,5.417252375079788,0.0016999999999995907,,1.652721254595581,0.8099619890604952,-6.535424631486808,90.0119,5.0034,2.9,,,2.875,0.75,4.185314996681684,,0.8814263074097345,3.65,2.0,0.25,89.9888,0.6039143316501003,3.6234859899006033,13.5318,0.5509070848651934,3.184138900344188,2.0,30.0
-0.3731046961846133,0.0,2.135214464540684,-0.2915030592274278,-9.490989329030446,-13.99247964510928,-0.21851488669716115,0.0,-6.3088987997162125,0.0,-0.24469308393695705,0.625,57.349368988836524,-0.09228812161449468,0.0,0.0,1.4638113703813451,-0.8434205371710882,-10.240729997563063,0.7596882288276495,-0.5680704595522056,-29.06056451319687,,2.8,-0.4681851696002218,119.9893,-16.05815059979119,3.7529886186246126,1.5438820299888212,3.6,0.9330670865520628,0.08468172723243941,0.0,,6.6614,,,194,0.0,1.6545128120325228,23.48346897413974,0.9851809590205278,944.7138434058064,0.0006000000000057071,-0.5270826068634342,10.333018119177558,-0.010699999999999932,1.9854153744390268,,0.0,-28.288804475639644,90.0006,6.6612,,3.7053168719731695,3.5586907742344747,,0.0,3.304605969486063,1.95,,3.325,,0.375,89.99600000000002,0.6799602753663185,2.719841101465274,24.5813,,,2.175,80.0
-3.139308232496708,-2.7934627916406565,,0.0,0.0,0.0,-0.09660134925998043,-0.07964672001006043,5.896195913010891,-10.701275657235477,-0.17581644134737526,0.4375,-18.07153941355881,-8.241051315548722,-0.5706088264701014,-0.5170918295121679,-0.5164237372921964,0.0,15.58027244431158,0.0,-0.27265142425911976,-0.7110741654424672,0.9466420128875294,2.8,0.0,30.573,10.889422237899936,0.0,0.8642690249440422,,0.7193794461853356,0.09893262132383074,12.190019663899017,2.2054550719745327,9.8456,2.8355850925386847,3.35,227,-1.4887440066635356,,0.0,0.0,404.3155782668508,1.3032999999999928,-0.7458224301321918,-7.339221128762852,0.5730000000000004,0.8509655484853819,,-0.3690352995870006,18.782613579001275,91.3033,5.7176,,2.9632080855224308,,3.375,0.5625,4.048612305635742,2.0,1.3232124096157358,,1.975,0.0,91.1235,,,14.1244,,2.524378701033412,,40.0
-2.0627543154809334,0.0,2.9783333209761462,-0.8206714858516092,13.154711839977471,-2.997040788231752,-0.19952772399663035,0.0,2.6720578610558654,0.0,-0.059874269605966875,0.0938,16.031493177191873,-0.09581329168194568,0.0,0.0,9.737148362905511e-17,1.2939370735038336,13.9310167089448,1.1844812115036358,-0.20291212151184665,-7.9327664354691425,0.12361396797214512,2.8,-0.3638097256520264,89.9987,6.603512264686161,-3.698917898513036,0.2266526172008341,3.35,0.6496166088592707,0.0761342132332541,0.0,0.0,10.1664,0.0,0.0,206,0.0,3.616573602503872,-10.157671051745716,-0.9991214368851496,1050.7759468782083,0.0007999999999981355,-1.3656265961089062,-13.835203417262848,-0.001300000000000523,0.0,0.1063671901447618,0.0,-8.098726741722736,90.0008,10.1664,3.35,3.6264418752133465,0.31910714153315856,0.0,0.0312,3.470117291703852,2.175,0.0,3.35,2.15,0.875,90.0009,2.493340844720584,4.274298590949574,10.1666,2.9782813240533303,5.933470462662967,2.175,80.0
0.0,-1.3228969763318323,,-0.25663363803392986,7.473916728993497,-4.155443347722311,0.0,-0.04322498765882865,0.0,-0.9912157769816464,0.0,0.0,-3.893035361567324,5.06440348583992,-0.3321132140734998,-0.2374333397304337,-0.6043247255533238,0.5200179337571659,-1.0503445237789009,0.5081420070438669,0.0,11.925162182232866,1.153014048995003,2.875,-0.2515083690099369,90.0001,0.0,-0.22005313618362424,,,0.0,0.08612603191644723,-5.004702522970215,,12.135,,,12,5.9959182999518585,0.4967766669515542,-3.3184733812711835,-0.5165329485527336,232.2178272348881,-14.820999999999998,0.8107121590552415,-4.014058962061016,0.00010000000000331968,,1.4889536838581496,-0.1991432006827569,-8.032126820665539,105.179,3.1533,3.3,,,3.175,0.5,3.140220842586082,,0.9923742933536795,3.775,1.975,0.5,89.9997,0.6584033057512884,1.9752099172538653,6.2879999999999985,1.4889536838581496,3.4590421469850097,1.9,20.0
-2.897639066666785,-3.4720310419004923,0.9921959078851224,-0.4183965351362591,7.072182227526394,-3.2204982967894984,0.8110414409380018,-0.3722638412819941,-0.2404632969470413,-9.692784920162682,0.33320125292668423,0.2188,14.34867474991926,-3.73672732474747,-0.07202483015906723,0.8281856886904463,1.5768897657519794,0.7520019463368592,-10.55717626625712,0.4415137589944417,-0.3089112693237151,-10.410640504636502,1.461771738369941,2.625,-0.023117223858182538,89.9978,-3.3562837594070585,-0.240496431401182,0.5764958423648596,3.1,-0.3595003207281509,0.09624096350338136,10.415109590961944,0.5836446516971309,9.4027,1.4174227255501743,3.1,206,-0.7223246707992658,0.9921959078851224,-3.851683930736896,-0.4063254107067058,831.2468733460803,0.0029999999999859037,-0.78844488287599,14.293903591004586,-0.002200000000001978,1.4174227255501743,1.9843918157702447,-1.0335194145088789,-3.938034245282752,90.00299999999999,9.4023,3.1,3.953114347644752,0.8681714193994822,3.1,0.5312,3.4678893579285863,2.025,2.451307537127949,3.1,2.025,0.25,90.0025,0.8029432195748364,4.81765931744902,9.4025,0.9338314427154092,4.127355496573953,2.025,80.0
-0.02095003575615843,5.652281322706808,,0.0,0.0,0.0,-0.6747523144015296,-0.4083707710728899,4.79758996864611,25.37148803611576,0.7904079568165429,0.5938,56.007397530839064,-0.2611677194345818,0.7454230715181519,-0.408125797604938,1.463811370381346,0.0,-9.513667962764467,0.0,-0.1111613293855002,-29.14121502021836,0.9671646916931284,2.675,0.0,119.9997,-16.38900940717085,0.0,1.255480685997603,,-0.42516629115492144,0.09932740721628668,-11.608415816394782,3.5126326998081088,6.252000000000002,2.4033802682897583,3.475,194,-13.763072219720971,,0.0,0.0,805.4171778167835,-0.0006000000000057071,-0.5270826068634339,9.774835682199043,-0.00029999999999574817,1.5667204563501105,,-0.00014908461430459117,-26.86618251062069,89.9994,6.252000000000002,,3.171740680414997,,3.475,0.4062,3.3033136444095392,2.0,2.2908701953068547,,1.875,0.0,90.0172,,,23.7931,,3.5710696308669383,,80.0
