id,volume,density
1,781.0520809134047,0.1024259482241487
2,782.5001097924257,0.1022364073804688
3,391.2275308166618,0.10224229342066657
4,293.3773344671124,0.10225738826924613
5,944.7138434058064,0.08468172723243941
6,404.3155782668508,0.09893262132383074
7,1050.7759468782083,0.0761342132332541
8,232.2178272348881,0.08612603191644723
9,831.2468733460803,0.09624096350338136
10,805.4171778167835,0.09932740721628668
11,557.9737490762748,0.10753194052467516
12,785.7026665336897,0.10181968753261156
13,380.7053020395308,0.1050681453231943
14,817.6801447853651,0.09783776762856264
15,931.6531314191268,0.08586886825372571
16,909.2995296160013,0.08797981016638612
17,761.7659226102098,0.10501913727760097
18,1007.5633115130677,0.07939947702131316
19,306.8593037887638,0.09776467465575506
20,239.36661798834805,0.08355383957914117
21,1014.4525645756648,0.07886026690017113
22,278.9840366234971,0.10753303437388606
23,303.9090919027929,0.09871372985970314
24,901.8736361368144,0.08870422284731694
25,279.4199810967155,0.10736526386642377
26,392.06785241107656,0.10202315684393494
27,450.9171531058986,0.08870809133004068
28,389.7271545897766,0.10263590701577788
29,955.0305089551256,0.08376695744257003
30,779.0604726003296,0.10268779230061294
31,895.6248268863393,0.0893231156600715
32,517.833963056408,0.07724483686606468
33,448.03000841513153,0.08927973405508402
34,853.0701384645038,0.09377892437308516
35,938.7546849503784,0.0852192817596737
36,893.2512364534344,0.0895604693676463
37,459.8204433245172,0.08699047765427446
38,975.6831034159112,0.08199383562133683
39,478.8295383424034,0.08353703520144289
40,949.3012618888506,0.0842725099098908
41,926.8365071478861,0.08631511532296084
42,798.2269801001898,0.10022211976593268
43,864.9553154587289,0.09249032703796037
44,748.7768578069562,0.10684090883137973
45,845.2220485536423,0.09464968423019407
46,824.6489022526857,0.0970109822270602
47,797.828284173542,0.1002722034138847
48,833.7879154823565,0.09594766068745314
49,470.6838302466613,0.08498273666855742
50,767.8131825460747,0.10419201157073044
51,306.8593037887638,0.09776467465575506
52,795.4479767982815,0.10057225907092512
53,1038.1757472169058,0.07705824395769248
54,919.9915978325528,0.08695731590209671
55,413.2842351168112,0.09678569033414586
56,282.2113960343946,0.10630329044665418
57,471.819176675237,0.0847782412785075
58,850.5575063926744,0.09405595670925353
59,282.2113960343946,0.10630329044665418
60,760.6401156657132,0.10517457382586756
61,873.2293744915123,0.0916139588714415
62,822.6829008283032,0.09724281362777017
63,510.2483282417431,0.07839320147865136
64,412.29702523951363,0.09701743537141216
65,828.1580843387324,0.09659991433142673
66,907.1097360610088,0.08819219640105319
67,910.5921041803917,0.08785492388165021
68,917.0626662059793,0.08723504177852051
69,802.0722383776614,0.0997416394336434
70,408.9653518961212,0.0978077967107594
71,426.11614348422216,0.09387112084731676
72,803.3594897201781,0.09958181987476764
73,1007.5312221856875,0.07940200585193978
74,275.78707716209084,0.10877957121380212
75,853.0862683560975,0.09377715123015694
76,889.3158426475273,0.089956791685884
77,764.7743950021656,0.10460601260032176
78,1007.5633115130677,0.07939947702131316
79,822.9827023708542,0.09720738937712234
80,909.9775930144693,0.0879142526300952
81,879.1589754900779,0.09099605672046383
82,209.443942711404,0.09549094493297576
83,934.1050312956695,0.08564347404170848
84,930.8005288740108,0.08594752314631363
85,387.9989111439019,0.10309307281835313
86,770.5067337515608,0.10382777527521893
87,906.4870033361508,0.08825278211995914
88,285.45757633876997,0.10509442553522266
89,409.29930059920304,0.09772799499398384
90,871.7786624250514,0.0917664121044919
