id,lattice_distortion_alpha_degree,lattice_distortion_beta_degree,lattice_distortion_gamma_degree
1,0.002600000000001046,0.0023000000000052982,0.0016999999999995907
2,0.01860000000000639,-0.0020000000000095497,0.002499999999997727
3,0.9688000000000015,1.122799999999998,0.5184999999999995
4,-0.011200000000002321,0.011899999999997135,0.0016999999999995907
5,-0.0039999999999906785,0.0006000000000057071,-0.010699999999999932
6,1.123500000000007,1.3032999999999928,0.5730000000000004
7,0.0009000000000014553,0.0007999999999981355,-0.001300000000000523
8,-0.00029999999999574817,-14.820999999999998,0.00010000000000331968
9,0.002499999999997727,0.0029999999999859037,-0.002200000000001978
10,0.017200000000002547,-0.0006000000000057071,-0.00029999999999574817
11,-0.009100000000003659,0.010300000000000864,0.0010999999999938836
12,0.018900000000002137,-0.0020000000000095497,0.0020999999999986585
13,0.004400000000003956,0.0023999999999944066,0.0014999999999929516
14,0.005899999999996908,0.005099999999998772,-0.006699999999995043
15,0.015199999999992997,0.007099999999994111,-0.008200000000002206
16,-0.00029999999999574817,14.841800000000005,0.00010000000000331968
17,0.00889999999999702,0.0029999999999859037,0.005099999999998772
18,0.00029999999999574817,-14.759,0.0
19,-0.005799999999993588,0.006500000000002615,0.0010000000000047748
20,0.0,-14.905699999999996,0.00010000000000331968
21,-0.0011999999999972033,-0.0020000000000095497,0.0
22,-0.009100000000003659,0.010300000000000864,0.0010999999999938836
23,-0.009699999999995157,0.010199999999997544,0.001599999999996271
24,0.004599999999996385,0.003100000000003433,-0.007800000000003138
25,-0.011700000000004708,0.01269999999999527,0.0014999999999929516
26,0.00549999999999784,0.0020999999999986585,0.0010000000000047748
27,0.015900000000002024,0.003299999999995863,0.0023000000000052982
28,0.5712999999999937,0.6611999999999938,0.2512000000000008
29,0.00010000000000331968,14.804900000000005,0.00010000000000331968
30,0.0020000000000095497,0.0029999999999859037,-0.0009000000000014553
31,0.012299999999996205,0.00539999999999452,-0.006500000000002615
32,6.7363,7.986800000000002,2.429400000000001
33,0.0036999999999949296,0.0005000000000023874,0.0006000000000057071
34,-0.0005000000000023874,14.3985,0.0002000000000066393
35,0.003399999999999181,0.0029999999999859037,-0.004499999999993065
36,-0.0002000000000066393,14.480400000000005,0.00010000000000331968
37,0.003299999999995863,0.00010000000000331968,0.0006000000000057071
38,0.00190000000000623,-0.0010999999999938836,0.00039999999999906777
39,0.04200000000000159,-1.8440999999999967,0.01970000000000028
40,0.002899999999996794,0.0,-0.010300000000000864
41,-0.00010000000000331968,14.788200000000005,0.00010000000000331968
42,0.004999999999995453,0.0020000000000095497,0.0010000000000047748
43,0.0039999999999906785,0.0010999999999938836,0.0006999999999948159
44,0.0062000000000068676,0.0014999999999929516,0.006500000000002615
45,0.0029999999999859037,0.003200000000006753,-0.003100000000003433
46,-0.0005000000000023874,13.835700000000005,0.0002000000000066393
47,0.015299999999996315,0.0036999999999949296,0.0014000000000038426
48,0.003500000000002501,0.001599999999996271,0.0009000000000014553
49,-1.9249999999999967,-2.219399999999993,0.3033999999999999
50,0.011899999999997135,0.00190000000000623,0.004400000000003956
51,-0.005799999999993588,0.006500000000002615,0.0010000000000047748
52,0.018699999999995498,-0.0014999999999929516,0.0009000000000014553
53,0.0009000000000014553,0.0009000000000014553,-0.001300000000000523
54,0.015199999999992997,0.008099999999998886,-0.00749999999999318
55,4.298400000000001,3.5832000000000046,0.11159999999999927
56,-0.007699999999999819,0.00889999999999702,0.0009000000000014553
57,0.002899999999996794,-0.00039999999999906777,0.0005000000000023874
58,-0.0020999999999986585,0.001599999999996271,0.001599999999996271
59,-0.007699999999999819,0.00889999999999702,0.0009000000000014553
60,0.0037999999999982492,0.004199999999997317,-0.003100000000003433
61,0.004499999999993065,0.0039999999999906785,-0.00539999999999452
62,0.0036999999999949296,0.0016999999999995907,0.0010000000000047748
63,0.008499999999997955,-0.0010000000000047748,-0.0006999999999948159
64,8.174700000000001,9.599999999999994,1.4713999999999992
65,-0.0016999999999995907,0.0020000000000095497,0.0020000000000095497
66,-0.00010000000000331968,14.4371,0.00010000000000331968
67,0.002499999999997727,0.00029999999999574817,0.0006000000000057071
68,0.0011999999999972033,0.0002000000000066393,0.0005000000000023874
69,0.017799999999994043,-0.0009000000000014553,0.00010000000000331968
70,8.482600000000005,9.959199999999996,1.4468999999999994
71,0.7960000000000065,0.9240999999999956,0.30049999999999955
72,0.0029999999999859037,0.0020000000000095497,0.001300000000000523
73,0.00010000000000331968,-0.0018000000000029106,0.0002000000000066393
74,-0.010599999999996612,0.011700000000004708,0.0011999999999972033
75,0.0023000000000052982,0.002799999999993475,-0.002200000000001978
76,-0.002200000000001978,0.0009000000000014553,0.0010000000000047748
77,0.010499999999993292,0.0023999999999944066,0.004800000000003024
78,0.00029999999999574817,-14.759,0.0
79,0.013700000000000044,0.0014999999999929516,-0.0020999999999986585
80,-0.00010000000000331968,14.635900000000007,0.00010000000000331968
81,0.002799999999993475,0.0007999999999981355,0.0006999999999948159
82,-0.00029999999999574817,13.7911,0.0002000000000066393
83,0.009100000000003659,0.002499999999997727,-0.009000000000000341
84,0.003600000000005821,0.003100000000003433,-0.0046999999999997035
85,0.9295999999999937,1.0770000000000124,0.5047999999999995
86,0.004199999999997317,0.004400000000003956,-0.0036999999999949296
87,-0.0002000000000066393,14.646600000000007,0.00010000000000331968
88,-0.0062000000000068676,0.00749999999999318,0.0006999999999948159
89,3.9475000000000047,3.3282999999999987,0.11850000000000095
90,0.010099999999994223,0.0037999999999982492,-0.00539999999999452
91,0.0010000000000047748,0.0014000000000038426,0.0010000000000047748
92,-0.0020999999999986585,-0.0006999999999948159,0.0010999999999938836
93,-0.0009000000000014553,-0.003200000000006753,0.0006000000000057071
94,0.017099999999999227,-0.0018000000000029106,0.003600000000005821
95,0.003200000000006753,0.003500000000002501,-0.003100000000003433
96,-0.008799999999993702,0.009900000000001795,0.0011999999999972033
97,0.00039999999999906777,0.00039999999999906777,-0.0006000000000057071
98,-0.00029999999999574817,13.7911,0.0002000000000066393
99,-0.00029999999999574817,-0.004199999999997317,0.0002000000000066393
100,0.004499999999993065,0.004599999999996385,-0.004400000000003956
101,0.0006000000000057071,0.0006000000000057071,-0.0007999999999981355
102,0.005700000000004479,0.004800000000003024,-0.006900000000001682
103,0.003900000000001569,0.004300000000000637,-0.003299999999995863
104,-0.010499999999993292,0.011200000000002321,0.001599999999996271
105,-0.0006999999999948159,13.903099999999995,0.0002000000000066393
106,0.0014000000000038426,0.002200000000001978,0.0018000000000029106
107,0.003200000000006753,0.0023000000000052982,0.001599999999996271
108,0.0029999999999859037,0.0,0.0005000000000023874
109,0.003500000000002501,0.0007999999999981355,0.0006999999999948159
110,0.0010000000000047748,0.0018000000000029106,-0.0006999999999948159
111,-0.00029999999999574817,14.679100000000005,0.00010000000000331968
112,0.0005000000000023874,0.0007999999999981355,-0.0006999999999948159
113,-0.0029999999999859037,0.0018000000000029106,0.0020000000000095497
114,0.0029999999999859037,0.0014000000000038426,0.0009000000000014553
115,-0.013400000000004296,0.014300000000005753,0.0016999999999995907
116,-0.002799999999993475,0.0007999999999981355,0.0010000000000047748
117,0.012299999999996205,0.00539999999999452,-0.006500000000002615
118,5.340500000000006,4.647099999999996,0.21480000000000032
119,-0.00029999999999574817,14.6682,0.00010000000000331968
120,0.00190000000000623,0.00010000000000331968,0.0005000000000023874
121,-0.007699999999999819,0.0075999999999964984,-0.005099999999998772
122,0.0011999999999972033,0.0020999999999986585,-0.0006999999999948159
123,-0.010000000000005116,0.010900000000006571,0.0014000000000038426
124,-0.0029999999999859037,0.0018000000000029106,0.0010999999999938836
125,0.003100000000003433,0.003299999999995863,-0.003299999999995863
126,0.00010000000000331968,-14.246300000000005,0.0
127,0.0014999999999929516,0.001300000000000523,-0.0020999999999986585
128,0.0009000000000014553,0.001599999999996271,-0.0006999999999948159
129,0.0146000000000015,0.014700000000004819,-0.0040999999999939965
130,0.003600000000005821,0.0014000000000038426,0.0009000000000014553
131,-0.007099999999994111,0.00730000000000075,0.0014000000000038426
132,0.0014000000000038426,0.00190000000000623,-0.0014000000000038426
133,-0.00010000000000331968,14.447900000000004,0.00010000000000331968
134,0.01299999999999102,0.004900000000006344,-0.008499999999997955
135,-0.003399999999999181,0.003399999999999181,0.0009000000000014553
136,0.003900000000001569,0.004199999999997317,-0.003500000000002501
137,-0.0006000000000057071,13.8806,0.0002000000000066393
138,0.0023999999999944066,0.003600000000005821,-0.0006000000000057071
139,-0.00039999999999906777,14.4396,0.0002000000000066393
140,-0.00010000000000331968,-0.0020000000000095497,0.0005000000000023874
141,-0.008399999999994634,0.00889999999999702,0.0014999999999929516
142,-0.0018000000000029106,0.0005000000000023874,0.0009000000000014553
143,-0.00010000000000331968,-14.559399999999995,0.00010000000000331968
144,0.0016999999999995907,-0.0020999999999986585,0.00039999999999906777
145,0.0007999999999981355,-0.0010000000000047748,0.00029999999999574817
146,0.0007999999999981355,0.0007999999999981355,-0.0010999999999938836
147,0.004199999999997317,0.004400000000003956,-0.0036999999999949296
148,-0.005799999999993588,0.006500000000002615,0.0010000000000047748
149,0.005200000000002092,0.004800000000003024,-0.00539999999999452
150,0.0018000000000029106,0.001599999999996271,-0.002499999999997727
151,-0.00029999999999574817,-14.820999999999998,0.00010000000000331968
152,0.0009000000000014553,0.0018000000000029106,0.0014000000000038426
153,-6.257400000000002,-7.246899999999997,0.6289000000000016
154,-0.013199999999997658,0.014099999999999113,0.0016999999999995907
155,-0.009900000000001795,0.010599999999996612,0.0014999999999929516
156,0.0002000000000066393,14.692700000000002,0.00010000000000331968
157,-0.00029999999999574817,14.5021,0.00010000000000331968
158,0.010599999999996612,0.004199999999997317,-0.0075999999999964984
159,0.015500000000002956,0.0018000000000029106,0.0027000000000043656
160,-0.010599999999996612,0.011700000000004708,0.0011999999999972033
161,-0.0014000000000038426,0.0007999999999981355,0.0009000000000014553
162,0.0010999999999938836,0.0011999999999972033,-0.0014999999999929516
163,0.005200000000002092,0.004800000000003024,-0.005700000000004479
164,-0.00010000000000331968,13.735799999999998,0.00010000000000331968
165,-0.0002000000000066393,14.750100000000005,0.00010000000000331968
166,-0.0016999999999995907,-0.0010999999999938836,0.00010000000000331968
167,0.007699999999999819,0.003600000000005821,-0.005700000000004479
168,8.9341,10.5107,1.6830000000000034
169,-0.005899999999996908,0.006799999999998363,0.0009000000000014553
170,-0.007699999999999819,0.00889999999999702,0.0009000000000014553
171,0.015199999999992997,0.005899999999996908,-0.0005000000000023874
172,-0.0020000000000095497,0.0023000000000052982,-0.002899999999996794
173,1.188599999999994,1.3794000000000042,0.3686000000000007
174,0.01659999999999684,0.01100000000000989,-0.00740000000000407
175,0.0007999999999981355,0.0009000000000014553,-0.0010999999999938836
176,-0.010599999999996612,0.011700000000004708,0.0011999999999972033
177,0.0018000000000029106,0.002899999999996794,-0.0006999999999948159
178,0.003100000000003433,0.0027000000000043656,-0.0039999999999906785
179,0.015100000000003888,0.009600000000006048,-0.006100000000003547
180,-0.006100000000003547,0.005700000000004479,0.0014999999999929516
181,1.0287000000000006,1.1936000000000035,0.3390000000000022
182,-0.0002000000000066393,14.563900000000006,0.00010000000000331968
183,0.0010000000000047748,0.0016999999999995907,0.001300000000000523
184,-0.0002000000000066393,13.746799999999993,0.00010000000000331968
185,0.017300000000005866,0.01130000000000564,-0.007800000000003138
186,0.0020000000000095497,0.0018000000000029106,-0.0027000000000043656
187,-0.0006999999999948159,0.0020000000000095497,0.0
188,0.002799999999993475,0.003100000000003433,-0.002899999999996794
189,0.013599999999996726,0.004900000000006344,-0.008799999999993702
190,0.006799999999998363,-0.0040999999999939965,-0.0006000000000057071
191,-0.0006000000000057071,13.869299999999996,0.0002000000000066393
192,7.013999999999998,5.627399999999994,0.09509999999999864
193,0.01959999999999696,-0.00029999999999574817,-0.012100000000003773
